loss,accuracy,val_loss,val_accuracy
1.3878166675567627,0.1359315663576126,1.3859612941741943,0.3169642984867096
1.3868623971939087,0.21863117814064026,1.3856667280197144,0.25
1.3858600854873657,0.30608364939689636,1.3846781253814697,0.3571428656578064
1.3873387575149536,0.26425856351852417,1.3830490112304688,0.4151785671710968
1.3827409744262695,0.2956273853778839,1.3657981157302856,0.4196428656578064
1.3121131658554077,0.41159695386886597,1.1905285120010376,0.3705357015132904
1.1326818466186523,0.4600760340690613,1.0931576490402222,0.5
1.1519758701324463,0.48003801703453064,1.1448781490325928,0.5089285969734192
1.0567418336868286,0.45912548899650574,1.1140382289886475,0.4642857015132904
1.0225096940994263,0.5152091383934021,1.0576252937316895,0.4910714328289032
1.0195821523666382,0.4781368672847748,1.036685824394226,0.5401785969734192
0.9734612107276917,0.5266159772872925,1.0541460514068604,0.5223214030265808
0.9531912803649902,0.5446767807006836,1.0242902040481567,0.5401785969734192
0.9211831092834473,0.5741444826126099,1.0050984621047974,0.5669642686843872
0.9264584183692932,0.5427756905555725,0.9910232424736023,0.5491071343421936
0.8781636357307434,0.5874524712562561,1.0538156032562256,0.4910714328289032
0.9040902853012085,0.5807985067367554,0.9876459836959839,0.5625
0.9099506139755249,0.5627376437187195,0.9927606582641602,0.5625
0.8756498098373413,0.5865018963813782,0.966370165348053,0.5580357313156128
